VendaID,ProdutoID,ValorVenda,DataVenda,Localizacao,ClienteID,Nome,Idade,PreferenciaProduto
218,158,7.53,2024-01-26,Cunha,435,Catarina Siqueira,76,Roupas
218,158,7.53,2024-01-26,Cunha,566,Sr. Bernardo Jesus,76,Eletrônicos
218,158,7.53,2024-01-26,Cunha,780,Josué Moreira,43,Eletrônicos
218,158,7.53,2024-01-26,Cunha,966,Maria Julia Pinto,50,Eletrodomésticos
219,151,2.46,2024-01-29,Alves,33,Alícia da Mata,59,Eletrônicos
219,151,2.46,2024-01-29,Alves,219,Ana Cecília das Neves,67,Eletrodomésticos
219,151,2.46,2024-01-29,Alves,637,Esther Fogaça,57,Livros
219,151,2.46,2024-01-29,Alves,806,Leandro Guerra,27,Eletrodomésticos
220,191,26.86,2024-09-02,Monteiro de Cassiano,220,Ana Julia Novais,32,Eletrodomésticos
220,191,26.86,2024-09-02,Monteiro de Cassiano,436,Alexandre da Conceição,79,Eletrônicos
221,192,62.69,2024-08-01,Mendonça,27,Aylla Fonseca,45,Eletrônicos
221,192,62.69,2024-08-01,Mendonça,221,Dr. João Miguel Ribeiro,65,Eletrodomésticos
221,192,62.69,2024-08-01,Mendonça,307,Júlia Correia,29,Livros
221,192,62.69,2024-08-01,Mendonça,358,Pedro Henrique Macedo,78,Eletrodomésticos
221,192,62.69,2024-08-01,Mendonça,837,Pietra Azevedo,27,Roupas
222,114,99.75,2024-02-26,Azevedo,177,Thiago Nascimento,77,Livros
222,114,99.75,2024-02-26,Azevedo,222,Bárbara Pinto,30,Eletrônicos
222,114,99.75,2024-02-26,Azevedo,231,Cecília Moura,23,Eletrônicos
222,114,99.75,2024-02-26,Azevedo,375,Rafael Correia,50,Livros
222,114,99.75,2024-02-26,Azevedo,440,Srta. Maria Alice da Cruz,70,Eletrodomésticos
222,114,99.75,2024-02-26,Azevedo,628,Léo Dias,43,Roupas
222,114,99.75,2024-02-26,Azevedo,657,Ravi da Rocha,34,Eletrônicos
222,114,99.75,2024-02-26,Azevedo,829,Srta. Ester Pereira,79,Roupas
223,199,3.05,2024-05-17,Camargo,8,Isaac Farias,59,Roupas
223,199,3.05,2024-05-17,Camargo,85,Rafael Casa Grande,45,Jogos
223,199,3.05,2024-05-17,Camargo,88,Evelyn Barbosa,44,Eletrônicos
223,199,3.05,2024-05-17,Camargo,223,Ágatha Vasconcelos,63,Livros
223,199,3.05,2024-05-17,Camargo,331,Sra. Juliana Fernandes,80,Livros
224,169,95.23,2024-09-07,Fonseca,224,Lunna Costa,49,Eletrodomésticos
224,169,95.23,2024-09-07,Fonseca,227,Gael Henrique Abreu,57,Jogos
224,169,95.23,2024-09-07,Fonseca,312,Luara Albuquerque,55,Jogos
224,169,95.23,2024-09-07,Fonseca,545,Esther Carvalho,53,Eletrodomésticos
224,169,95.23,2024-09-07,Fonseca,774,Oliver Cirino,28,Eletrodomésticos
224,169,95.23,2024-09-07,Fonseca,792,Sr. Dom Andrade,32,Jogos
225,151,24.39,2024-02-17,Duarte de Pinto,225,Sr. João Vitor Rios,59,Roupas
226,187,12.55,2023-11-13,Peixoto Grande,226,Evelyn Moreira,56,Jogos
227,173,42.28,2024-08-07,Fonseca,224,Lunna Costa,49,Eletrodomésticos
227,173,42.28,2024-08-07,Fonseca,227,Gael Henrique Abreu,57,Jogos
227,173,42.28,2024-08-07,Fonseca,312,Luara Albuquerque,55,Jogos
227,173,42.28,2024-08-07,Fonseca,545,Esther Carvalho,53,Eletrodomésticos
227,173,42.28,2024-08-07,Fonseca,774,Oliver Cirino,28,Eletrodomésticos
227,173,42.28,2024-08-07,Fonseca,792,Sr. Dom Andrade,32,Jogos
228,110,28.4,2024-07-19,Gonçalves,63,Liam Freitas,46,Eletrodomésticos
228,110,28.4,2024-07-19,Gonçalves,228,João Guilherme Nogueira,57,Eletrodomésticos
228,110,28.4,2024-07-19,Gonçalves,236,Marcela Sampaio,56,Livros
228,110,28.4,2024-07-19,Gonçalves,450,João Monteiro,27,Livros
228,110,28.4,2024-07-19,Gonçalves,717,Beatriz Aragão,27,Eletrodomésticos
229,157,17.61,2023-11-10,Teixeira da Praia,229,Diogo Campos,72,Roupas
230,136,9.87,2024-09-07,Castro,230,Oliver Nunes,57,Roupas
230,136,9.87,2024-09-07,Castro,242,Sra. Maria Liz Cirino,23,Eletrônicos
230,136,9.87,2024-09-07,Castro,427,Brenda Pereira,24,Roupas
231,186,79.24,2024-07-15,Azevedo,177,Thiago Nascimento,77,Livros
231,186,79.24,2024-07-15,Azevedo,222,Bárbara Pinto,30,Eletrônicos
231,186,79.24,2024-07-15,Azevedo,231,Cecília Moura,23,Eletrônicos
231,186,79.24,2024-07-15,Azevedo,375,Rafael Correia,50,Livros
231,186,79.24,2024-07-15,Azevedo,440,Srta. Maria Alice da Cruz,70,Eletrodomésticos
231,186,79.24,2024-07-15,Azevedo,628,Léo Dias,43,Roupas
231,186,79.24,2024-07-15,Azevedo,657,Ravi da Rocha,34,Eletrônicos
231,186,79.24,2024-07-15,Azevedo,829,Srta. Ester Pereira,79,Roupas
232,122,18.79,2024-01-06,Pinto de Ramos,232,Pietra da Luz,76,Livros
233,141,23.68,2023-12-04,Brito das Pedras,233,Sra. Maria Isis Abreu,31,Livros
234,155,94.47,2024-03-25,Martins do Galho,234,Rebeca Macedo,41,Roupas
235,165,68.49,2024-01-28,Moraes das Pedras,235,Alexandre Fogaça,28,Jogos
236,161,74.48,2024-06-03,Gonçalves,63,Liam Freitas,46,Eletrodomésticos
236,161,74.48,2024-06-03,Gonçalves,228,João Guilherme Nogueira,57,Eletrodomésticos
236,161,74.48,2024-06-03,Gonçalves,236,Marcela Sampaio,56,Livros
236,161,74.48,2024-06-03,Gonçalves,450,João Monteiro,27,Livros
236,161,74.48,2024-06-03,Gonçalves,717,Beatriz Aragão,27,Eletrodomésticos
237,194,40.33,2024-03-01,Aragão do Oeste,211,Helena Marques,51,Eletrônicos
237,194,40.33,2024-03-01,Aragão do Oeste,237,Sr. Theodoro Rocha,36,Livros
237,194,40.33,2024-03-01,Aragão do Oeste,492,Mathias Sá,53,Jogos
238,158,55.84,2023-12-29,Lopes de Nascimento,238,Anna Liz Brito,65,Livros
239,104,88.37,2024-07-03,Pereira de Goiás,239,Anna Liz Silveira,46,Roupas
240,139,53.46,2023-11-12,da Rocha Alegre,240,Ana Liz Garcia,57,Eletrodomésticos
240,139,53.46,2023-11-12,da Rocha Alegre,732,Ana Vitória Andrade,43,Jogos
241,161,63.42,2023-10-12,Pimenta,93,Erick Sales,75,Eletrodomésticos
241,161,63.42,2023-10-12,Pimenta,241,Sophie Abreu,69,Eletrodomésticos
241,161,63.42,2023-10-12,Pimenta,430,Isaque Porto,49,Roupas
241,161,63.42,2023-10-12,Pimenta,518,Stella Duarte,45,Eletrodomésticos
241,161,63.42,2023-10-12,Pimenta,522,Vitória Correia,23,Livros
241,161,63.42,2023-10-12,Pimenta,618,Dra. Ana Clara Teixeira,56,Eletrônicos
242,107,58.16,2024-01-31,Castro,230,Oliver Nunes,57,Roupas
242,107,58.16,2024-01-31,Castro,242,Sra. Maria Liz Cirino,23,Eletrônicos
242,107,58.16,2024-01-31,Castro,427,Brenda Pereira,24,Roupas
243,170,11.8,2023-11-14,da Rosa do Galho,243,Sra. Catarina Oliveira,34,Livros
244,171,35.7,2024-04-21,Nogueira,91,Srta. Ana Luiza Lopes,70,Eletrônicos
244,171,35.7,2024-04-21,Nogueira,163,Ágatha da Mota,46,Livros
244,171,35.7,2024-04-21,Nogueira,215,Anna Liz Barros,43,Eletrodomésticos
244,171,35.7,2024-04-21,Nogueira,244,Bruna Ferreira,58,Jogos
244,171,35.7,2024-04-21,Nogueira,361,Zoe Aparecida,47,Eletrodomésticos
244,171,35.7,2024-04-21,Nogueira,374,Liam Sampaio,47,Livros
244,171,35.7,2024-04-21,Nogueira,401,Dr. Gustavo Henrique Araújo,80,Eletrodomésticos
244,171,35.7,2024-04-21,Nogueira,505,Enzo Gabriel Camargo,29,Eletrônicos
244,171,35.7,2024-04-21,Nogueira,684,Brayan Teixeira,73,Jogos
245,117,21.84,2024-01-11,Rezende Alegre,245,Sra. Juliana Mendes,37,Eletrônicos
246,190,8.04,2024-08-02,Araújo,246,Isis Costa,19,Jogos
246,190,8.04,2024-08-02,Araújo,484,Antônio Cardoso,36,Eletrodomésticos
246,190,8.04,2024-08-02,Araújo,542,Sabrina Borges,72,Eletrodomésticos
246,190,8.04,2024-08-02,Araújo,565,Dr. Carlos Eduardo Vasconcelos,34,Roupas
246,190,8.04,2024-08-02,Araújo,580,Dra. Stephany Nogueira,51,Eletrodomésticos
246,190,8.04,2024-08-02,Araújo,953,Cecília Pimenta,44,Jogos
247,135,82.99,2024-09-18,Oliveira Alegre,247,Francisco Moura,71,Eletrônicos
248,120,77.31,2024-06-29,Abreu de Andrade,248,Matheus Santos,20,Eletrodomésticos
249,118,44.15,2023-12-26,Camargo das Flores,249,Isis Duarte,21,Livros
250,184,74.99,2024-05-18,da Mata de Vasconcelos,250,Thales Pastor,22,Livros
251,124,14.77,2024-09-02,Guerra do Oeste,251,Sr. João Felipe Ferreira,21,Eletrodomésticos
252,100,94.57,2024-04-04,Souza,21,Ester Barros,76,Eletrodomésticos
252,100,94.57,2024-04-04,Souza,62,Joana Fogaça,40,Livros
252,100,94.57,2024-04-04,Souza,117,Maria Julia Sampaio,56,Eletrodomésticos
252,100,94.57,2024-04-04,Souza,252,Manuela Cardoso,66,Roupas
252,100,94.57,2024-04-04,Souza,284,Ester Moraes,30,Eletrônicos
252,100,94.57,2024-04-04,Souza,599,Eloá Peixoto,54,Eletrônicos
252,100,94.57,2024-04-04,Souza,607,Rafael Campos,42,Eletrônicos
252,100,94.57,2024-04-04,Souza,632,Dante Santos,46,Eletrônicos
252,100,94.57,2024-04-04,Souza,662,Yan Andrade,31,Roupas
252,100,94.57,2024-04-04,Souza,927,Kaique Cirino,39,Roupas
252,100,94.57,2024-04-04,Souza,1000,Dra. Brenda Nogueira,19,Eletrodomésticos
253,155,0.66,2023-10-20,das Neves de Brito,253,Srta. Rebeca da Rocha,77,Roupas
254,116,96.34,2024-04-14,Mendonça Grande,254,Vitor Hugo Pastor,19,Livros
255,197,40.97,2024-05-05,Sousa,131,Ana Costela,58,Livros
255,197,40.97,2024-05-05,Sousa,255,Matteo Farias,67,Eletrônicos
255,197,40.97,2024-05-05,Sousa,682,Pedro Henrique Peixoto,23,Roupas
255,197,40.97,2024-05-05,Sousa,776,João Pedro Aragão,52,Jogos
255,197,40.97,2024-05-05,Sousa,782,Maria Sophia Leão,20,Eletrônicos
256,194,85.18,2024-06-06,Mendes dos Dourados,256,Ana Lívia Albuquerque,49,Eletrodomésticos
257,185,78.33,2023-10-20,da Conceição Grande,257,Igor Guerra,18,Eletrônicos
258,147,21.46,2024-04-19,Cunha,218,Alícia Abreu,49,Eletrodomésticos
258,147,21.46,2024-04-19,Cunha,258,Julia Martins,79,Eletrodomésticos
258,147,21.46,2024-04-19,Cunha,304,Luiz Gustavo Teixeira,67,Roupas
258,147,21.46,2024-04-19,Cunha,435,Catarina Siqueira,76,Roupas
258,147,21.46,2024-04-19,Cunha,566,Sr. Bernardo Jesus,76,Eletrônicos
258,147,21.46,2024-04-19,Cunha,780,Josué Moreira,43,Eletrônicos
258,147,21.46,2024-04-19,Cunha,966,Maria Julia Pinto,50,Eletrodomésticos
259,169,21.12,2024-09-28,Macedo,259,José Rocha,32,Jogos
259,169,21.12,2024-09-28,Macedo,432,Manuela Pastor,66,Jogos
259,169,21.12,2024-09-28,Macedo,639,Dr. Pedro Henrique Pinto,28,Livros
259,169,21.12,2024-09-28,Macedo,729,Dr. Luan Borges,71,Livros
259,169,21.12,2024-09-28,Macedo,910,Cauã Porto,22,Livros
259,169,21.12,2024-09-28,Macedo,912,Isabela Oliveira,60,Livros
259,169,21.12,2024-09-28,Macedo,946,Marcela Freitas,73,Jogos
260,108,57.1,2024-09-23,Gomes,260,Marcos Vinicius Fonseca,65,Jogos
260,108,57.1,2024-09-23,Gomes,694,Evelyn Ramos,75,Livros
260,108,57.1,2024-09-23,Gomes,699,Alexandre Mendes,55,Jogos
261,121,42.9,2024-10-01,Aparecida do Campo,261,Maria Isis Azevedo,68,Livros
262,138,17.79,2024-02-04,Moraes dos Dourados,262,Pietro da Luz,62,Livros
262,138,17.79,2024-02-04,Moraes dos Dourados,407,Sr. Miguel Guerra,46,Jogos
263,101,90.83,2024-02-21,Jesus Paulista,263,Camila Castro,75,Jogos
264,143,44.4,2024-01-05,Fernandes de Sá,264,Sr. Bruno Garcia,63,Eletrodomésticos
265,156,61.96,2024-04-12,Fernandes,265,Stella Gonçalves,18,Jogos
265,156,61.96,2024-04-12,Fernandes,270,Giovanna Silveira,26,Eletrônicos
265,156,61.96,2024-04-12,Fernandes,273,Rafaela Cavalcanti,41,Jogos
265,156,61.96,2024-04-12,Fernandes,613,Cauã Nascimento,68,Jogos
265,156,61.96,2024-04-12,Fernandes,713,André Brito,75,Eletrônicos
265,156,61.96,2024-04-12,Fernandes,834,Léo Duarte,41,Eletrônicos
265,156,61.96,2024-04-12,Fernandes,998,Rebeca Siqueira,30,Eletrônicos
266,126,16.28,2023-11-16,da Mota,80,Nicole Souza,18,Jogos
266,126,16.28,2023-11-16,da Mota,114,Sr. Pedro da Mota,72,Eletrodomésticos
266,126,16.28,2023-11-16,da Mota,174,Otto Barros,28,Jogos
266,126,16.28,2023-11-16,da Mota,266,Ana Lívia Fogaça,32,Eletrônicos
266,126,16.28,2023-11-16,da Mota,368,Benjamim Gonçalves,18,Eletrônicos
266,126,16.28,2023-11-16,da Mota,488,Henry Montenegro,43,Eletrônicos
266,126,16.28,2023-11-16,da Mota,508,Carlos Eduardo Martins,59,Eletrodomésticos
266,126,16.28,2023-11-16,da Mota,546,Liam Pinto,62,Livros
266,126,16.28,2023-11-16,da Mota,650,Dr. Marcelo Gonçalves,33,Jogos
266,126,16.28,2023-11-16,da Mota,788,Ester da Paz,40,Roupas
266,126,16.28,2023-11-16,da Mota,797,Sr. Theo Abreu,18,Eletrodomésticos
266,126,16.28,2023-11-16,da Mota,986,Daniel Moura,63,Eletrônicos
267,106,72.9,2024-05-17,da Rosa de Duarte,267,Dra. Maitê Ferreira,27,Eletrônicos
268,196,91.76,2024-04-06,Montenegro de Leão,268,Antonella Albuquerque,35,Roupas
269,187,70.36,2024-07-31,Silveira Verde,269,Benjamin Machado,38,Roupas
270,172,19.53,2024-08-14,Fernandes,265,Stella Gonçalves,18,Jogos
270,172,19.53,2024-08-14,Fernandes,270,Giovanna Silveira,26,Eletrônicos
270,172,19.53,2024-08-14,Fernandes,273,Rafaela Cavalcanti,41,Jogos
270,172,19.53,2024-08-14,Fernandes,613,Cauã Nascimento,68,Jogos
270,172,19.53,2024-08-14,Fernandes,713,André Brito,75,Eletrônicos
270,172,19.53,2024-08-14,Fernandes,834,Léo Duarte,41,Eletrônicos
270,172,19.53,2024-08-14,Fernandes,998,Rebeca Siqueira,30,Eletrônicos
271,103,67.97,2024-07-14,Albuquerque de Goiás,271,Vitor Viana,43,Roupas
272,174,31.23,2024-06-16,Duarte do Norte,272,Zoe Carvalho,57,Livros
273,115,53.74,2024-05-23,Fernandes,265,Stella Gonçalves,18,Jogos
273,115,53.74,2024-05-23,Fernandes,270,Giovanna Silveira,26,Eletrônicos
273,115,53.74,2024-05-23,Fernandes,273,Rafaela Cavalcanti,41,Jogos
273,115,53.74,2024-05-23,Fernandes,613,Cauã Nascimento,68,Jogos
273,115,53.74,2024-05-23,Fernandes,713,André Brito,75,Eletrônicos
273,115,53.74,2024-05-23,Fernandes,834,Léo Duarte,41,Eletrônicos
273,115,53.74,2024-05-23,Fernandes,998,Rebeca Siqueira,30,Eletrônicos
274,130,76.71,2023-10-04,Cavalcante da Praia,274,Sr. João Lucas Mendes,77,Eletrônicos
275,174,79.52,2024-05-26,Teixeira,154,Gustavo Camargo,80,Jogos
275,174,79.52,2024-05-26,Teixeira,275,Alice Montenegro,70,Roupas
275,174,79.52,2024-05-26,Teixeira,418,Renan Jesus,31,Livros
275,174,79.52,2024-05-26,Teixeira,568,Henrique Oliveira,64,Eletrodomésticos
275,174,79.52,2024-05-26,Teixeira,667,Lorenzo Cardoso,18,Jogos
275,174,79.52,2024-05-26,Teixeira,845,Esther Silveira,31,Eletrônicos
275,174,79.52,2024-05-26,Teixeira,929,Nicolas Araújo,31,Eletrônicos
276,135,16.05,2024-04-07,da Mata,133,Alana Casa Grande,80,Livros
276,135,16.05,2024-04-07,da Mata,276,Melissa Silva,21,Roupas
276,135,16.05,2024-04-07,da Mata,342,Raul Gomes,80,Roupas
276,135,16.05,2024-04-07,da Mata,438,Amanda Ribeiro,27,Roupas
276,135,16.05,2024-04-07,da Mata,504,Vicente Garcia,20,Roupas
276,135,16.05,2024-04-07,da Mata,703,Felipe Gomes,56,Jogos
276,135,16.05,2024-04-07,da Mata,844,Fernando da Luz,38,Jogos
277,139,78.22,2024-07-15,Fogaça,277,Lucas Borges,44,Jogos
277,139,78.22,2024-07-15,Fogaça,282,Arthur Gabriel Montenegro,38,Livros
277,139,78.22,2024-07-15,Fogaça,352,Maria Eduarda Costela,33,Jogos
277,139,78.22,2024-07-15,Fogaça,373,Luísa Siqueira,25,Eletrônicos
277,139,78.22,2024-07-15,Fogaça,592,Natália Montenegro,69,Eletrônicos
277,139,78.22,2024-07-15,Fogaça,614,Valentina Almeida,53,Eletrodomésticos
277,139,78.22,2024-07-15,Fogaça,707,Allana da Costa,31,Livros
278,126,25.67,2023-12-15,Martins,159,Arthur Gabriel Castro,28,Eletrônicos
278,126,25.67,2023-12-15,Martins,278,Fernanda Borges,49,Eletrodomésticos
278,126,25.67,2023-12-15,Martins,337,Sra. Sarah Nogueira,42,Jogos
278,126,25.67,2023-12-15,Martins,433,Alícia Freitas,42,Jogos
278,126,25.67,2023-12-15,Martins,537,Leonardo Castro,71,Livros
278,126,25.67,2023-12-15,Martins,623,Alícia Pereira,61,Jogos
278,126,25.67,2023-12-15,Martins,756,Luiz Henrique Borges,60,Eletrônicos
278,126,25.67,2023-12-15,Martins,853,Manuela Lopes,18,Livros
278,126,25.67,2023-12-15,Martins,934,Elisa Cavalcanti,79,Roupas
279,111,72.44,2024-09-25,Albuquerque,279,Isaque Fonseca,34,Roupas
279,111,72.44,2024-09-25,Albuquerque,316,Ayla Barros,80,Eletrodomésticos
279,111,72.44,2024-09-25,Albuquerque,329,Maitê Melo,38,Roupas
279,111,72.44,2024-09-25,Albuquerque,474,Arthur Gabriel Moreira,80,Jogos
279,111,72.44,2024-09-25,Albuquerque,939,Erick Porto,29,Livros
280,195,49.32,2024-04-18,Guerra,20,Luiz Otávio Teixeira,75,Roupas
280,195,49.32,2024-04-18,Guerra,280,Srta. Maria Teixeira,47,Roupas
280,195,49.32,2024-04-18,Guerra,308,Luiz Felipe Ramos,71,Jogos
280,195,49.32,2024-04-18,Guerra,455,Luiz Felipe Sales,47,Eletrodomésticos
280,195,49.32,2024-04-18,Guerra,500,Alícia Pires,50,Eletrônicos
280,195,49.32,2024-04-18,Guerra,562,Gustavo Henrique Almeida,75,Roupas
280,195,49.32,2024-04-18,Guerra,597,Guilherme Nunes,74,Roupas
280,195,49.32,2024-04-18,Guerra,716,Letícia Melo,33,Eletrônicos
280,195,49.32,2024-04-18,Guerra,798,João Lucas da Cruz,41,Eletrodomésticos
281,176,41.24,2023-12-23,Nascimento,16,Maria Júlia Silva,24,Roupas
281,176,41.24,2023-12-23,Nascimento,281,Sra. Natália Monteiro,51,Jogos
281,176,41.24,2023-12-23,Nascimento,515,Heloisa Oliveira,46,Roupas
281,176,41.24,2023-12-23,Nascimento,569,Gustavo Henrique Peixoto,71,Eletrônicos
281,176,41.24,2023-12-23,Nascimento,605,Thomas Fonseca,30,Jogos
281,176,41.24,2023-12-23,Nascimento,612,Marcela Sá,47,Eletrodomésticos
281,176,41.24,2023-12-23,Nascimento,715,Sr. Gustavo Henrique Pimenta,72,Roupas
282,145,40.79,2024-06-01,Fogaça,277,Lucas Borges,44,Jogos
282,145,40.79,2024-06-01,Fogaça,282,Arthur Gabriel Montenegro,38,Livros
282,145,40.79,2024-06-01,Fogaça,352,Maria Eduarda Costela,33,Jogos
282,145,40.79,2024-06-01,Fogaça,373,Luísa Siqueira,25,Eletrônicos
282,145,40.79,2024-06-01,Fogaça,592,Natália Montenegro,69,Eletrônicos
282,145,40.79,2024-06-01,Fogaça,614,Valentina Almeida,53,Eletrodomésticos
282,145,40.79,2024-06-01,Fogaça,707,Allana da Costa,31,Livros
283,160,11.72,2023-11-07,Sampaio,49,Maria Helena Pacheco,33,Eletrodomésticos
283,160,11.72,2023-11-07,Sampaio,283,Sra. Eduarda da Rocha,62,Eletrônicos
283,160,11.72,2023-11-07,Sampaio,871,Igor Machado,27,Eletrônicos
283,160,11.72,2023-11-07,Sampaio,909,Breno Campos,74,Jogos
284,190,94.05,2024-06-24,Souza,21,Ester Barros,76,Eletrodomésticos
284,190,94.05,2024-06-24,Souza,62,Joana Fogaça,40,Livros
284,190,94.05,2024-06-24,Souza,117,Maria Julia Sampaio,56,Eletrodomésticos
284,190,94.05,2024-06-24,Souza,252,Manuela Cardoso,66,Roupas
284,190,94.05,2024-06-24,Souza,284,Ester Moraes,30,Eletrônicos
284,190,94.05,2024-06-24,Souza,599,Eloá Peixoto,54,Eletrônicos
284,190,94.05,2024-06-24,Souza,607,Rafael Campos,42,Eletrônicos
284,190,94.05,2024-06-24,Souza,632,Dante Santos,46,Eletrônicos
284,190,94.05,2024-06-24,Souza,662,Yan Andrade,31,Roupas
284,190,94.05,2024-06-24,Souza,927,Kaique Cirino,39,Roupas
284,190,94.05,2024-06-24,Souza,1000,Dra. Brenda Nogueira,19,Eletrodomésticos
285,128,62.47,2024-05-17,Câmara de Minas,285,Manuela Andrade,50,Eletrônicos
286,159,97.69,2024-05-01,Pinto da Praia,286,Maysa Cirino,64,Jogos
287,137,1.4,2023-11-05,Câmara de Goiás,287,Emilly Lopes,69,Jogos
288,191,18.46,2024-05-20,Castro de Gonçalves,288,Dr. Vinicius Moraes,74,Livros
289,124,51.69,2024-01-12,Leão Grande,289,Thiago Castro,68,Eletrodomésticos
290,144,50.72,2023-11-16,Costela Alegre,290,Heloísa Peixoto,21,Eletrodomésticos
291,160,40.3,2023-11-07,Andrade,19,Dra. Luara Duarte,54,Eletrodomésticos
291,160,40.3,2023-11-07,Andrade,291,Alícia Fernandes,63,Eletrodomésticos
291,160,40.3,2023-11-07,Andrade,398,Benjamim Mendonça,56,Livros
291,160,40.3,2023-11-07,Andrade,570,Liam Pereira,40,Roupas
291,160,40.3,2023-11-07,Andrade,867,Pietro Silva,46,Jogos
291,160,40.3,2023-11-07,Andrade,989,Sr. Antony Nogueira,63,Jogos
292,159,87.16,2024-01-28,da Cruz,83,João Vitor Ramos,68,Livros
292,159,87.16,2024-01-28,da Cruz,292,Alice Araújo,27,Roupas
292,159,87.16,2024-01-28,da Cruz,410,Raul Borges,56,Jogos
292,159,87.16,2024-01-28,da Cruz,961,Ana Júlia da Cunha,28,Roupas
293,114,10.12,2024-08-27,Castro de Dias,293,Nina Pinto,38,Eletrônicos
294,156,66.82,2024-08-13,Leão Verde,294,André Abreu,61,Eletrônicos
295,136,39.25,2024-02-28,Viana de Goiás,295,Liam Cavalcante,58,Roupas
296,128,88.8,2023-12-21,da Conceição de Macedo,296,Benjamin Azevedo,60,Jogos
297,168,92.31,2024-03-27,Pereira,24,Sr. Lucas Viana,74,Eletrônicos
297,168,92.31,2024-03-27,Pereira,297,Sra. Ana Júlia Monteiro,54,Livros
297,168,92.31,2024-03-27,Pereira,349,Luiz Fernando Teixeira,55,Roupas
297,168,92.31,2024-03-27,Pereira,465,Srta. Laura Monteiro,53,Livros
297,168,92.31,2024-03-27,Pereira,558,Maria Pires,76,Livros
297,168,92.31,2024-03-27,Pereira,814,Joaquim Rios,64,Jogos
297,168,92.31,2024-03-27,Pereira,923,Luana Fogaça,69,Eletrodomésticos
298,155,93.34,2024-03-11,Leão,140,Vitor Ferreira,80,Eletrônicos
298,155,93.34,2024-03-11,Leão,188,Leonardo Macedo,50,Livros
298,155,93.34,2024-03-11,Leão,298,Henry Barbosa,77,Roupas
298,155,93.34,2024-03-11,Leão,429,Ana Julia Borges,51,Eletrodomésticos
298,155,93.34,2024-03-11,Leão,887,Sofia Cunha,63,Eletrodomésticos
299,174,73.2,2024-09-25,Jesus do Amparo,299,Anthony Sá,33,Livros
300,193,67.67,2024-05-21,da Rocha,300,Gustavo Monteiro,68,Roupas
300,193,67.67,2024-05-21,da Rocha,376,Maria Sophia Rezende,28,Roupas
300,193,67.67,2024-05-21,da Rocha,711,Srta. Rafaela Cirino,54,Roupas
300,193,67.67,2024-05-21,da Rocha,803,Ana Sophia Alves,64,Eletrodomésticos
300,193,67.67,2024-05-21,da Rocha,815,Antônio da Mata,45,Roupas
301,152,28.95,2024-08-26,Santos,301,Joana Costela,41,Eletrodomésticos
301,152,28.95,2024-08-26,Santos,370,Calebe das Neves,62,Jogos
301,152,28.95,2024-08-26,Santos,589,Mariane Cavalcante,25,Eletrodomésticos
301,152,28.95,2024-08-26,Santos,600,Arthur Gabriel Lima,35,Roupas
301,152,28.95,2024-08-26,Santos,859,João Guilherme da Cruz,27,Jogos
301,152,28.95,2024-08-26,Santos,950,Kamilly da Conceição,57,Jogos
302,143,53.68,2023-11-04,Montenegro,70,Davi Lucca Sampaio,29,Eletrônicos
302,143,53.68,2023-11-04,Montenegro,302,Antony das Neves,51,Eletrônicos
302,143,53.68,2023-11-04,Montenegro,501,Daniela da Mata,64,Jogos
302,143,53.68,2023-11-04,Montenegro,850,Léo Cavalcante,35,Livros
302,143,53.68,2023-11-04,Montenegro,968,Gabriel Pastor,49,Livros
303,154,42.7,2024-06-19,Aragão Paulista,303,Diogo Brito,71,Roupas
304,106,81.54,2023-12-16,Cunha,218,Alícia Abreu,49,Eletrodomésticos
304,106,81.54,2023-12-16,Cunha,258,Julia Martins,79,Eletrodomésticos
304,106,81.54,2023-12-16,Cunha,304,Luiz Gustavo Teixeira,67,Roupas
304,106,81.54,2023-12-16,Cunha,435,Catarina Siqueira,76,Roupas
304,106,81.54,2023-12-16,Cunha,566,Sr. Bernardo Jesus,76,Eletrônicos
304,106,81.54,2023-12-16,Cunha,780,Josué Moreira,43,Eletrônicos
304,106,81.54,2023-12-16,Cunha,966,Maria Julia Pinto,50,Eletrodomésticos
305,197,33.17,2023-11-22,Albuquerque do Galho,305,Ana Cecília Novais,34,Eletrodomésticos
306,198,68.98,2023-11-19,da Cunha de Andrade,306,Otto Vieira,54,Eletrônicos
307,182,82.96,2024-01-18,Mendonça,27,Aylla Fonseca,45,Eletrônicos
307,182,82.96,2024-01-18,Mendonça,221,Dr. João Miguel Ribeiro,65,Eletrodomésticos
307,182,82.96,2024-01-18,Mendonça,307,Júlia Correia,29,Livros
307,182,82.96,2024-01-18,Mendonça,358,Pedro Henrique Macedo,78,Eletrodomésticos
307,182,82.96,2024-01-18,Mendonça,837,Pietra Azevedo,27,Roupas
308,130,65.54,2024-09-13,Guerra,20,Luiz Otávio Teixeira,75,Roupas
308,130,65.54,2024-09-13,Guerra,280,Srta. Maria Teixeira,47,Roupas
308,130,65.54,2024-09-13,Guerra,308,Luiz Felipe Ramos,71,Jogos
308,130,65.54,2024-09-13,Guerra,455,Luiz Felipe Sales,47,Eletrodomésticos
308,130,65.54,2024-09-13,Guerra,500,Alícia Pires,50,Eletrônicos
308,130,65.54,2024-09-13,Guerra,562,Gustavo Henrique Almeida,75,Roupas
308,130,65.54,2024-09-13,Guerra,597,Guilherme Nunes,74,Roupas
